crf	TP	FP	FN	total	precision	recall
10	456	86	498	542	0.8413284132841329	0.4779874213836478
12	455	99	499	554	0.8212996389891697	0.4769392033542977
14	446	79	508	525	0.8495238095238096	0.46750524109014674
16	458	91	496	549	0.8342440801457195	0.480083857442348
18	451	92	503	543	0.8305709023941068	0.4727463312368973
20	467	67	487	534	0.8745318352059925	0.48951781970649894
22	432	92	522	524	0.8244274809160306	0.4528301886792453
24	419	69	535	488	0.8586065573770492	0.4392033542976939
26	388	70	566	458	0.8471615720524017	0.40670859538784065
28	382	80	572	462	0.8268398268398268	0.40041928721174
30	355	55	599	410	0.8658536585365854	0.3721174004192872
32	335	54	619	389	0.8611825192802056	0.35115303983228513
34	284	89	670	373	0.7613941018766756	0.2976939203354298
36	239	58	715	297	0.8047138047138047	0.25052410901467503
38	215	65	739	280	0.7678571428571429	0.22536687631027252
40	137	47	817	184	0.7445652173913043	0.14360587002096437
42	72	34	882	106	0.6792452830188679	0.07547169811320754
