crf	TP	FP	FN	total	precision	recall
10	972	118	2263	1090	0.8917431192660551	0.30046367851622874
12	978	141	2257	1119	0.8739946380697051	0.30231839258114374
14	945	128	2290	1073	0.880708294501398	0.2921174652241113
16	955	113	2280	1068	0.8941947565543071	0.29520865533230295
18	934	118	2301	1052	0.8878326996197718	0.28871715610510046
20	915	113	2320	1028	0.8900778210116731	0.2828438948995363
22	888	104	2347	992	0.8951612903225806	0.27449768160741883
24	892	86	2343	978	0.9120654396728016	0.27573415765069553
26	894	112	2341	1006	0.8886679920477137	0.27635239567233383
28	792	88	2443	880	0.9	0.24482225656877898
30	749	62	2486	811	0.9235511713933415	0.23153013910355486
32	689	83	2546	772	0.8924870466321243	0.21298299845440494
34	683	105	2552	788	0.866751269035533	0.21112828438948997
36	661	68	2574	729	0.906721536351166	0.20432766615146833
38	599	63	2636	662	0.904833836858006	0.18516228748068006
40	430	47	2805	477	0.9014675052410901	0.13292117465224113
42	197	29	3038	226	0.8716814159292036	0.06089644513137558
