crf	TP	FP	FN	total	precision	recall
10	67	39	33	106	0.6320754716981132	0.67
12	61	43	39	104	0.5865384615384616	0.61
14	62	34	38	96	0.6458333333333334	0.62
16	67	32	33	99	0.6767676767676768	0.67
18	69	26	31	95	0.7263157894736842	0.69
20	65	23	35	88	0.7386363636363636	0.65
22	62	21	38	83	0.7469879518072289	0.62
24	65	20	35	85	0.7647058823529411	0.65
26	68	10	32	78	0.8717948717948718	0.68
28	77	12	23	89	0.8651685393258427	0.77
30	72	15	28	87	0.8275862068965517	0.72
32	73	10	27	83	0.8795180722891566	0.73
34	68	17	32	85	0.8	0.68
36	75	2	25	77	0.974025974025974	0.75
38	50	4	50	54	0.9259259259259259	0.5
40	38	0	62	38	1.0	0.38
42	30	8	70	38	0.7894736842105263	0.3
