crf	TP	FP	FN	total	precision	recall
10	378	15	1104	393	0.9618320610687023	0.2550607287449393
12	379	15	1103	394	0.9619289340101523	0.25573549257759787
14	375	17	1107	392	0.9566326530612245	0.25303643724696356
16	378	15	1104	393	0.9618320610687023	0.2550607287449393
18	382	13	1100	395	0.9670886075949368	0.25775978407557354
20	379	16	1103	395	0.959493670886076	0.25573549257759787
22	374	21	1108	395	0.9468354430379747	0.252361673414305
24	375	21	1107	396	0.946969696969697	0.25303643724696356
26	364	40	1118	404	0.900990099009901	0.24561403508771928
28	365	44	1117	409	0.8924205378973105	0.24628879892037786
30	365	47	1117	412	0.8859223300970874	0.24628879892037786
32	371	84	1111	455	0.8153846153846154	0.25033738191632926
34	327	55	1155	382	0.856020942408377	0.22064777327935223
36	291	48	1191	339	0.8584070796460177	0.19635627530364372
38	344	75	1138	419	0.8210023866348448	0.2321187584345479
40	249	55	1233	304	0.819078947368421	0.1680161943319838
42	231	74	1251	305	0.7573770491803279	0.15587044534412955
