crf	TP	FP	FN	total	precision	recall
10	9	499	1024	508	0.017716535433070866	0.008712487899322363
12	8	490	1025	498	0.01606425702811245	0.007744433688286544
14	7	491	1026	498	0.014056224899598393	0.006776379477250726
16	9	490	1024	499	0.018036072144288578	0.008712487899322363
18	6	493	1027	499	0.012024048096192385	0.005808325266214908
20	8	475	1025	483	0.016563146997929608	0.007744433688286544
22	7	466	1026	473	0.014799154334038054	0.006776379477250726
24	7	456	1026	463	0.01511879049676026	0.006776379477250726
26	7	445	1026	452	0.015486725663716814	0.006776379477250726
28	6	430	1027	436	0.013761467889908258	0.005808325266214908
30	7	411	1026	418	0.01674641148325359	0.006776379477250726
32	6	372	1027	378	0.015873015873015872	0.005808325266214908
34	7	353	1026	360	0.019444444444444445	0.006776379477250726
36	4	290	1029	294	0.013605442176870748	0.003872216844143272
38	7	242	1026	249	0.028112449799196786	0.006776379477250726
40	1	174	1032	175	0.005714285714285714	0.000968054211035818
42	0	72	1033	72	0.0	0.0
