crf	TP	FP	FN	total	precision	recall
10	357	58	76	415	0.8602409638554217	0.8244803695150116
12	350	57	83	407	0.85995085995086	0.8083140877598153
14	353	55	80	408	0.8651960784313726	0.815242494226328
16	343	58	90	401	0.8553615960099751	0.792147806004619
18	343	60	90	403	0.8511166253101737	0.792147806004619
20	342	54	91	396	0.8636363636363636	0.789838337182448
22	343	63	90	406	0.8448275862068966	0.792147806004619
24	327	60	106	387	0.8449612403100775	0.7551963048498845
26	327	63	106	390	0.8384615384615385	0.7551963048498845
28	329	54	104	383	0.8590078328981723	0.7598152424942263
30	320	40	113	360	0.8888888888888888	0.7390300230946882
32	296	74	137	370	0.8	0.6836027713625866
34	283	51	150	334	0.8473053892215568	0.6535796766743649
36	250	45	183	295	0.847457627118644	0.5773672055427251
38	257	40	176	297	0.8653198653198653	0.5935334872979214
40	188	21	245	209	0.8995215311004785	0.4341801385681293
42	137	31	296	168	0.8154761904761905	0.3163972286374134
