crf	TP	FP	FN	total	precision	recall
10	193	52	85	245	0.7877551020408163	0.6942446043165468
12	193	54	85	247	0.7813765182186235	0.6942446043165468
14	190	56	88	246	0.7723577235772358	0.6834532374100719
16	190	57	88	247	0.7692307692307693	0.6834532374100719
18	190	59	88	249	0.7630522088353414	0.6834532374100719
20	191	61	87	252	0.7579365079365079	0.6870503597122302
22	192	52	86	244	0.7868852459016393	0.6906474820143885
24	190	51	88	241	0.7883817427385892	0.6834532374100719
26	190	43	88	233	0.8154506437768241	0.6834532374100719
28	183	52	95	235	0.7787234042553192	0.658273381294964
30	188	29	90	217	0.8663594470046083	0.6762589928057554
32	186	19	92	205	0.9073170731707317	0.6690647482014388
34	182	13	96	195	0.9333333333333333	0.6546762589928058
36	193	8	85	201	0.9601990049751243	0.6942446043165468
38	189	9	89	198	0.9545454545454546	0.6798561151079137
40	154	11	124	165	0.9333333333333333	0.5539568345323741
42	112	17	166	129	0.8682170542635659	0.4028776978417266
