crf	TP	FP	FN	total	precision	recall
10	479	67	359	546	0.8772893772893773	0.5715990453460621
12	484	62	354	546	0.8864468864468864	0.5775656324582339
14	489	69	349	558	0.8763440860215054	0.5835322195704057
16	485	75	353	560	0.8660714285714286	0.5787589498806682
18	486	66	352	552	0.8804347826086957	0.5799522673031027
20	488	62	350	550	0.8872727272727273	0.5823389021479713
22	490	72	348	562	0.8718861209964412	0.5847255369928401
24	479	65	359	544	0.8805147058823529	0.5715990453460621
26	485	67	353	552	0.8786231884057971	0.5787589498806682
28	477	74	361	551	0.8656987295825771	0.5692124105011933
30	487	67	351	554	0.8790613718411552	0.581145584725537
32	474	70	364	544	0.8713235294117647	0.5656324582338902
34	471	73	367	544	0.8658088235294118	0.5620525059665871
36	450	75	388	525	0.8571428571428571	0.5369928400954654
38	433	80	405	513	0.8440545808966862	0.5167064439140812
40	412	96	426	508	0.8110236220472441	0.4916467780429594
42	394	87	444	481	0.8191268191268192	0.4701670644391408
