crf	TP	FP	FN	total	precision	recall
10	246	128	271	374	0.6577540106951871	0.4758220502901354
12	246	128	271	374	0.6577540106951871	0.4758220502901354
14	246	130	271	376	0.6542553191489362	0.4758220502901354
16	239	134	278	373	0.6407506702412868	0.4622823984526112
18	239	133	278	372	0.6424731182795699	0.4622823984526112
20	240	129	277	369	0.6504065040650406	0.46421663442940037
22	234	127	283	361	0.6481994459833795	0.4526112185686654
24	239	125	278	364	0.6565934065934066	0.4622823984526112
26	238	123	279	361	0.6592797783933518	0.46034816247582205
28	231	128	286	359	0.6434540389972145	0.44680851063829785
30	232	119	285	351	0.6609686609686609	0.44874274661508706
32	230	125	287	355	0.647887323943662	0.4448742746615087
34	215	134	302	349	0.6160458452722063	0.4158607350096712
36	209	117	308	326	0.6411042944785276	0.40425531914893614
38	199	124	318	323	0.6160990712074303	0.3849129593810445
40	148	117	369	265	0.5584905660377358	0.2862669245647969
42	162	106	355	268	0.6044776119402985	0.31334622823984526
