crf	TP	FP	FN	total	precision	recall
10	45	538	538	583	0.07718696397941681	0.07718696397941681
12	47	538	536	585	0.08034188034188035	0.08061749571183534
14	39	531	544	570	0.06842105263157895	0.06689536878216124
16	39	538	544	577	0.06759098786828423	0.06689536878216124
18	41	527	542	568	0.0721830985915493	0.07032590051457976
20	36	532	547	568	0.06338028169014084	0.06174957118353345
22	38	519	545	557	0.06822262118491922	0.06518010291595197
24	37	495	546	532	0.06954887218045112	0.0634648370497427
26	34	494	549	528	0.06439393939393939	0.058319039451114926
28	38	469	545	507	0.07495069033530571	0.06518010291595197
30	38	430	545	468	0.0811965811965812	0.06518010291595197
32	29	423	554	452	0.06415929203539823	0.04974271012006861
34	31	405	552	436	0.07110091743119266	0.05317324185248713
36	22	384	561	406	0.054187192118226604	0.03773584905660377
38	11	345	572	356	0.03089887640449438	0.018867924528301886
40	6	261	577	267	0.02247191011235955	0.010291595197255575
42	0	180	583	180	0.0	0.0
