crf	TP	FP	FN	total	precision	recall
10	10	460	578	470	0.02127659574468085	0.017006802721088437
12	10	456	578	466	0.02145922746781116	0.017006802721088437
14	9	441	579	450	0.02	0.015306122448979591
16	12	434	576	446	0.026905829596412557	0.02040816326530612
18	8	426	580	434	0.018433179723502304	0.013605442176870748
20	9	419	579	428	0.02102803738317757	0.015306122448979591
22	11	405	577	416	0.026442307692307692	0.01870748299319728
24	12	395	576	407	0.029484029484029485	0.02040816326530612
26	12	386	576	398	0.03015075376884422	0.02040816326530612
28	9	385	579	394	0.02284263959390863	0.015306122448979591
30	9	367	579	376	0.023936170212765957	0.015306122448979591
32	9	324	579	333	0.02702702702702703	0.015306122448979591
34	6	316	582	322	0.018633540372670808	0.01020408163265306
36	4	262	584	266	0.015037593984962405	0.006802721088435374
38	2	221	586	223	0.008968609865470852	0.003401360544217687
40	3	147	585	150	0.02	0.00510204081632653
42	0	94	588	94	0.0	0.0
