crf	TP	FP	FN	total	precision	recall
10	19	331	566	350	0.054285714285714284	0.03247863247863248
12	19	314	566	333	0.057057057057057055	0.03247863247863248
14	19	307	566	326	0.05828220858895705	0.03247863247863248
16	17	303	568	320	0.053125	0.02905982905982906
18	18	300	567	318	0.05660377358490566	0.03076923076923077
20	21	296	564	317	0.06624605678233439	0.035897435897435895
22	21	274	564	295	0.0711864406779661	0.035897435897435895
24	20	258	565	278	0.07194244604316546	0.03418803418803419
26	13	261	572	274	0.04744525547445255	0.022222222222222223
28	16	230	569	246	0.06504065040650407	0.02735042735042735
30	13	215	572	228	0.05701754385964912	0.022222222222222223
32	14	198	571	212	0.0660377358490566	0.023931623931623933
34	17	150	568	167	0.10179640718562874	0.02905982905982906
36	12	135	573	147	0.08163265306122448	0.020512820512820513
38	12	85	573	97	0.12371134020618557	0.020512820512820513
40	9	67	576	76	0.11842105263157894	0.015384615384615385
42	3	45	582	48	0.0625	0.005128205128205128
