crf	TP	FP	FN	total	precision	recall
10	1	164	200	165	0.006060606060606061	0.004975124378109453
12	1	163	200	164	0.006097560975609756	0.004975124378109453
14	0	165	201	165	0.0	0.0
16	0	161	201	161	0.0	0.0
18	0	161	201	161	0.0	0.0
20	0	159	201	159	0.0	0.0
22	0	156	201	156	0.0	0.0
24	0	158	201	158	0.0	0.0
26	0	153	201	153	0.0	0.0
28	0	145	201	145	0.0	0.0
30	0	152	201	152	0.0	0.0
32	0	133	201	133	0.0	0.0
34	0	130	201	130	0.0	0.0
36	0	116	201	116	0.0	0.0
38	0	112	201	112	0.0	0.0
40	0	115	201	115	0.0	0.0
42	0	113	201	113	0.0	0.0
