crf	TP	FP	FN	total	precision	recall
10	469	410	631	879	0.5335608646188851	0.4263636363636364
12	473	396	627	869	0.5443037974683544	0.43
14	477	414	623	891	0.5353535353535354	0.43363636363636365
16	447	421	653	868	0.5149769585253456	0.40636363636363637
18	428	394	672	822	0.5206812652068127	0.3890909090909091
20	392	397	708	789	0.4968314321926489	0.3563636363636364
22	360	375	740	735	0.4897959183673469	0.32727272727272727
24	357	381	743	738	0.483739837398374	0.3245454545454545
26	349	374	751	723	0.4827109266943292	0.31727272727272726
28	386	357	714	743	0.5195154777927322	0.3509090909090909
30	344	312	756	656	0.524390243902439	0.31272727272727274
32	350	340	750	690	0.5072463768115942	0.3181818181818182
34	307	398	793	705	0.43546099290780144	0.2790909090909091
36	302	261	798	563	0.5364120781527532	0.27454545454545454
38	339	387	761	726	0.4669421487603306	0.30818181818181817
40	370	175	730	545	0.6788990825688074	0.33636363636363636
42	300	187	800	487	0.6160164271047228	0.2727272727272727
