crf	TP	FP	FN	total	precision	recall
10	4	522	995	526	0.0076045627376425855	0.004004004004004004
12	4	523	995	527	0.007590132827324478	0.004004004004004004
14	4	521	995	525	0.007619047619047619	0.004004004004004004
16	4	511	995	515	0.007766990291262136	0.004004004004004004
18	4	509	995	513	0.007797270955165692	0.004004004004004004
20	4	503	995	507	0.007889546351084813	0.004004004004004004
22	4	488	995	492	0.008130081300813009	0.004004004004004004
24	4	496	995	500	0.008	0.004004004004004004
26	4	467	995	471	0.008492569002123142	0.004004004004004004
28	4	453	995	457	0.0087527352297593	0.004004004004004004
30	3	419	996	422	0.0071090047393364926	0.003003003003003003
32	3	374	996	377	0.007957559681697613	0.003003003003003003
34	1	344	998	345	0.002898550724637681	0.001001001001001001
36	3	310	996	313	0.009584664536741214	0.003003003003003003
38	3	247	996	250	0.012	0.003003003003003003
40	2	129	997	131	0.015267175572519083	0.002002002002002002
42	1	59	998	60	0.016666666666666666	0.001001001001001001
