crf	TP	FP	FN	total	precision	recall
10	316	44	1101	360	0.8777777777777778	0.22300635144671843
12	310	53	1107	363	0.8539944903581267	0.21877205363443897
14	325	42	1092	367	0.885558583106267	0.22935779816513763
16	312	51	1105	363	0.859504132231405	0.22018348623853212
18	314	52	1103	366	0.8579234972677595	0.22159491884262528
20	299	49	1118	348	0.8591954022988506	0.21100917431192662
22	314	59	1103	373	0.8418230563002681	0.22159491884262528
24	322	48	1095	370	0.8702702702702703	0.2272406492589979
26	309	68	1108	377	0.8196286472148541	0.2180663373323924
28	326	61	1091	387	0.8423772609819121	0.2300635144671842
30	310	55	1107	365	0.8493150684931506	0.21877205363443897
32	337	92	1080	429	0.7855477855477856	0.23782639378969656
34	338	75	1079	413	0.8184019370460048	0.23853211009174313
36	280	75	1137	355	0.7887323943661971	0.19760056457304165
38	204	87	1213	291	0.7010309278350515	0.14396612561750177
40	201	97	1216	298	0.674496644295302	0.14184897671136204
42	229	74	1188	303	0.7557755775577558	0.1616090331686662
