crf	TP	FP	FN	total	precision	recall
10	368	55	65	423	0.8699763593380615	0.8498845265588915
12	351	65	82	416	0.84375	0.8106235565819861
14	352	64	81	416	0.8461538461538461	0.812933025404157
16	353	60	80	413	0.8547215496368039	0.815242494226328
18	352	55	81	407	0.8648648648648649	0.812933025404157
20	348	59	85	407	0.855036855036855	0.8036951501154734
22	348	61	85	409	0.8508557457212714	0.8036951501154734
24	345	46	88	391	0.8823529411764706	0.7967667436489607
26	338	56	95	394	0.8578680203045685	0.7806004618937644
28	341	50	92	391	0.8721227621483376	0.7875288683602771
30	313	56	120	369	0.8482384823848238	0.7228637413394919
32	299	56	134	355	0.8422535211267606	0.6905311778290993
34	288	63	145	351	0.8205128205128205	0.6651270207852193
36	272	68	161	340	0.8	0.628175519630485
38	235	42	198	277	0.8483754512635379	0.5427251732101617
40	177	31	256	208	0.8509615384615384	0.40877598152424943
42	145	28	288	173	0.838150289017341	0.3348729792147806
