crf	TP	FP	FN	total	precision	recall
10	4	487	995	491	0.008146639511201629	0.004004004004004004
12	4	488	995	492	0.008130081300813009	0.004004004004004004
14	4	467	995	471	0.008492569002123142	0.004004004004004004
16	4	474	995	478	0.008368200836820083	0.004004004004004004
18	4	464	995	468	0.008547008547008548	0.004004004004004004
20	3	456	996	459	0.006535947712418301	0.003003003003003003
22	4	447	995	451	0.008869179600886918	0.004004004004004004
24	4	447	995	451	0.008869179600886918	0.004004004004004004
26	4	433	995	437	0.009153318077803204	0.004004004004004004
28	5	404	994	409	0.012224938875305624	0.005005005005005005
30	3	395	996	398	0.007537688442211055	0.003003003003003003
32	3	350	996	353	0.0084985835694051	0.003003003003003003
34	2	330	997	332	0.006024096385542169	0.002002002002002002
36	4	269	995	273	0.014652014652014652	0.004004004004004004
38	1	204	998	205	0.004878048780487805	0.001001001001001001
40	1	122	998	123	0.008130081300813009	0.001001001001001001
42	0	55	999	55	0.0	0.0
