crf	TP	FP	FN	total	precision	recall
10	19	637	655	656	0.028963414634146343	0.028189910979228485
12	24	643	650	667	0.035982008995502246	0.03560830860534125
14	20	636	654	656	0.03048780487804878	0.02967359050445104
16	21	644	653	665	0.031578947368421054	0.03115727002967359
18	23	640	651	663	0.03469079939668175	0.03412462908011869
20	24	641	650	665	0.03609022556390978	0.03560830860534125
22	20	635	654	655	0.030534351145038167	0.02967359050445104
24	22	636	652	658	0.03343465045592705	0.032640949554896145
26	27	627	647	654	0.04128440366972477	0.040059347181008904
28	24	636	650	660	0.03636363636363636	0.03560830860534125
30	25	635	649	660	0.03787878787878788	0.037091988130563795
32	29	641	645	670	0.04328358208955224	0.04302670623145401
34	24	595	650	619	0.03877221324717286	0.03560830860534125
36	20	571	654	591	0.0338409475465313	0.02967359050445104
38	30	467	644	497	0.060362173038229376	0.04451038575667656
40	24	401	650	425	0.05647058823529412	0.03560830860534125
42	6	231	668	237	0.02531645569620253	0.008902077151335312
