crf	TP	FP	FN	total	precision	recall
10	395	5	1105	400	0.9875	0.2633333333333333
12	395	5	1105	400	0.9875	0.2633333333333333
14	395	5	1105	400	0.9875	0.2633333333333333
16	396	4	1104	400	0.99	0.264
18	398	2	1102	400	0.995	0.2653333333333333
20	384	16	1116	400	0.96	0.256
22	389	11	1111	400	0.9725	0.25933333333333336
24	396	4	1104	400	0.99	0.264
26	387	13	1113	400	0.9675	0.258
28	350	50	1150	400	0.875	0.23333333333333334
30	373	33	1127	406	0.9187192118226601	0.24866666666666667
32	373	27	1127	400	0.9325	0.24866666666666667
34	315	132	1185	447	0.7046979865771812	0.21
36	343	79	1157	422	0.8127962085308057	0.22866666666666666
38	292	156	1208	448	0.6517857142857143	0.19466666666666665
40	303	141	1197	444	0.6824324324324325	0.202
42	203	9	1297	212	0.9575471698113207	0.13533333333333333
