crf	TP	FP	FN	total	precision	recall
10	617	304	483	921	0.6699239956568946	0.5609090909090909
12	616	324	484	940	0.6553191489361702	0.56
14	577	372	523	949	0.6080084299262382	0.5245454545454545
16	565	377	535	942	0.5997876857749469	0.5136363636363637
18	626	365	474	991	0.6316851664984864	0.5690909090909091
20	547	314	553	861	0.6353077816492451	0.49727272727272726
22	560	365	540	925	0.6054054054054054	0.509090909090909
24	609	284	491	893	0.6819708846584547	0.5536363636363636
26	526	370	574	896	0.5870535714285714	0.4781818181818182
28	562	387	538	949	0.5922023182297155	0.5109090909090909
30	542	321	558	863	0.6280417149478563	0.49272727272727274
32	467	327	633	794	0.5881612090680101	0.42454545454545456
34	399	388	701	787	0.5069885641677255	0.36272727272727273
36	413	334	687	747	0.5528781793842035	0.37545454545454543
38	373	273	727	646	0.5773993808049536	0.3390909090909091
40	337	180	763	517	0.6518375241779497	0.30636363636363634
42	326	332	774	658	0.49544072948328266	0.2963636363636364
