crf	TP	FP	FN	total	precision	recall
10	1236	475	9910	1711	0.722384570426651	0.11089179974878881
12	1237	478	9909	1715	0.7212827988338193	0.1109815180333752
14	1246	476	9900	1722	0.7235772357723578	0.1117889825946528
16	1238	476	9908	1714	0.7222870478413069	0.1110712363179616
18	1242	471	9904	1713	0.7250437828371279	0.1114301094563072
20	1236	471	9910	1707	0.7240773286467487	0.11089179974878881
22	1245	473	9901	1718	0.7246798603026775	0.1116992643100664
24	1214	473	9932	1687	0.7196206283343213	0.10891799748788804
26	1225	473	9921	1698	0.7214369846878681	0.10990489861833842
28	1202	458	9944	1660	0.7240963855421687	0.10784137807285124
30	1233	472	9913	1705	0.7231671554252199	0.11062264489502961
32	1161	455	9985	1616	0.718440594059406	0.1041629284048089
34	1194	434	9952	1628	0.7334152334152334	0.10712363179616005
36	1131	385	10015	1516	0.746042216358839	0.10147137986721694
38	1058	394	10088	1452	0.7286501377410468	0.09492194509240984
40	1090	429	10056	1519	0.717577353522054	0.0977929301991746
42	956	339	10190	1295	0.7382239382239382	0.08577068006459716
