crf	TP	FP	FN	total	precision	recall
10	1	816	1101	817	0.0012239902080783353	0.0009074410163339383
12	1	815	1101	816	0.0012254901960784314	0.0009074410163339383
14	1	825	1101	826	0.0012106537530266344	0.0009074410163339383
16	1	826	1101	827	0.0012091898428053204	0.0009074410163339383
18	1	823	1101	824	0.0012135922330097086	0.0009074410163339383
20	1	821	1101	822	0.0012165450121654502	0.0009074410163339383
22	1	830	1101	831	0.0012033694344163659	0.0009074410163339383
24	1	828	1101	829	0.0012062726176115801	0.0009074410163339383
26	0	850	1102	850	0.0	0.0
28	1	849	1101	850	0.001176470588235294	0.0009074410163339383
30	0	844	1102	844	0.0	0.0
32	0	855	1102	855	0.0	0.0
34	0	833	1102	833	0.0	0.0
36	1	819	1101	820	0.0012195121951219512	0.0009074410163339383
38	0	836	1102	836	0.0	0.0
40	0	762	1102	762	0.0	0.0
42	0	627	1102	627	0.0	0.0
