crf	TP	FP	FN	total	precision	recall
10	12	665	5864	677	0.01772525849335303	0.0020422055820285907
12	10	673	5866	683	0.014641288433382138	0.0017018379850238256
14	14	671	5862	685	0.020437956204379562	0.002382573179033356
16	15	674	5861	689	0.02177068214804064	0.0025527569775357388
18	15	683	5861	698	0.02148997134670487	0.0025527569775357388
20	12	676	5864	688	0.01744186046511628	0.0020422055820285907
22	15	667	5861	682	0.021994134897360705	0.0025527569775357388
24	11	651	5865	662	0.01661631419939577	0.0018720217835262083
26	11	663	5865	674	0.016320474777448073	0.0018720217835262083
28	12	657	5864	669	0.017937219730941704	0.0020422055820285907
30	14	675	5862	689	0.020319303338171262	0.002382573179033356
32	17	665	5859	682	0.024926686217008796	0.0028931245745405037
34	12	623	5864	635	0.01889763779527559	0.0020422055820285907
36	11	621	5865	632	0.01740506329113924	0.0018720217835262083
38	14	597	5862	611	0.022913256955810146	0.002382573179033356
40	8	533	5868	541	0.014787430683918669	0.0013614703880190605
42	10	471	5866	481	0.02079002079002079	0.0017018379850238256
