crf	TP	FP	FN	total	precision	recall
10	1	836	1101	837	0.0011947431302270011	0.0009074410163339383
12	1	839	1101	840	0.0011904761904761906	0.0009074410163339383
14	1	840	1101	841	0.0011890606420927466	0.0009074410163339383
16	1	837	1101	838	0.0011933174224343676	0.0009074410163339383
18	1	838	1101	839	0.0011918951132300357	0.0009074410163339383
20	1	843	1101	844	0.001184834123222749	0.0009074410163339383
22	1	842	1101	843	0.0011862396204033216	0.0009074410163339383
24	0	861	1102	861	0.0	0.0
26	1	871	1101	872	0.0011467889908256881	0.0009074410163339383
28	0	855	1102	855	0.0	0.0
30	1	865	1101	866	0.0011547344110854503	0.0009074410163339383
32	0	861	1102	861	0.0	0.0
34	0	858	1102	858	0.0	0.0
36	0	851	1102	851	0.0	0.0
38	0	805	1102	805	0.0	0.0
40	0	745	1102	745	0.0	0.0
42	0	685	1102	685	0.0	0.0
