crf	TP	FP	FN	total	precision	recall
10	228	126	289	354	0.6440677966101694	0.4410058027079304
12	233	125	284	358	0.6508379888268156	0.4506769825918762
14	231	121	286	352	0.65625	0.44680851063829785
16	230	121	287	351	0.6552706552706553	0.4448742746615087
18	227	122	290	349	0.6504297994269341	0.43907156673114117
20	227	121	290	348	0.6522988505747126	0.43907156673114117
22	228	123	289	351	0.6495726495726496	0.4410058027079304
24	224	122	293	346	0.6473988439306358	0.4332688588007737
26	229	121	288	350	0.6542857142857142	0.44294003868471954
28	227	114	290	341	0.6656891495601173	0.43907156673114117
30	220	118	297	338	0.650887573964497	0.425531914893617
32	220	123	297	343	0.641399416909621	0.425531914893617
34	199	117	318	316	0.629746835443038	0.3849129593810445
36	198	124	319	322	0.6149068322981367	0.3829787234042553
38	158	121	359	279	0.5663082437275986	0.3056092843326886
40	173	129	344	302	0.5728476821192053	0.3346228239845261
42	143	112	374	255	0.5607843137254902	0.2765957446808511
