crf	TP	FP	FN	total	precision	recall
10	265	44	1152	309	0.8576051779935275	0.187014820042343
12	266	48	1151	314	0.8471337579617835	0.18772053634438957
14	263	38	1154	301	0.8737541528239202	0.18560338743824983
16	282	39	1135	321	0.8785046728971962	0.1990119971771348
18	275	50	1142	325	0.8461538461538461	0.19407198306280876
20	275	40	1142	315	0.873015873015873	0.19407198306280876
22	292	37	1125	329	0.8875379939209727	0.20606916019760058
24	281	44	1136	325	0.8646153846153846	0.19830628087508823
26	312	31	1105	343	0.9096209912536443	0.22018348623853212
28	305	35	1112	340	0.8970588235294118	0.21524347212420608
30	320	57	1097	377	0.8488063660477454	0.22582921665490474
32	275	67	1142	342	0.804093567251462	0.19407198306280876
34	320	55	1097	375	0.8533333333333334	0.22582921665490474
36	295	61	1122	356	0.8286516853932584	0.2081863091037403
38	211	4	1206	215	0.9813953488372092	0.1489061397318278
40	231	129	1186	360	0.6416666666666667	0.16302046577275936
42	213	51	1204	264	0.8068181818181818	0.15031757233592097
