crf	TP	FP	FN	total	precision	recall
10	371	53	62	424	0.875	0.8568129330254042
12	368	57	65	425	0.8658823529411764	0.8498845265588915
14	366	56	67	422	0.8672985781990521	0.8452655889145496
16	358	70	75	428	0.8364485981308412	0.8267898383371824
18	355	62	78	417	0.8513189448441247	0.8198614318706697
20	359	60	74	419	0.8568019093078759	0.8290993071593533
22	362	61	71	423	0.8557919621749409	0.836027713625866
24	344	56	89	400	0.86	0.7944572748267898
26	343	57	90	400	0.8575	0.792147806004619
28	321	64	112	385	0.8337662337662337	0.7413394919168591
30	319	71	114	390	0.8179487179487179	0.7367205542725174
32	315	57	118	372	0.8467741935483871	0.7274826789838337
34	299	68	134	367	0.8147138964577657	0.6905311778290993
36	277	63	156	340	0.8147058823529412	0.6397228637413395
38	244	45	189	289	0.8442906574394463	0.5635103926096998
40	198	27	235	225	0.88	0.45727482678983833
42	150	22	283	172	0.872093023255814	0.3464203233256351
