crf	TP	FP	FN	total	precision	recall
10	538	369	562	907	0.5931642778390298	0.4890909090909091
12	559	346	541	905	0.6176795580110497	0.5081818181818182
14	538	378	562	916	0.5873362445414847	0.4890909090909091
16	494	402	606	896	0.5513392857142857	0.4490909090909091
18	528	368	572	896	0.5892857142857143	0.48
20	507	374	593	881	0.5754824063564131	0.46090909090909093
22	442	432	658	874	0.505720823798627	0.4018181818181818
24	493	370	607	863	0.5712630359212051	0.4481818181818182
26	459	333	641	792	0.5795454545454546	0.4172727272727273
28	426	275	674	701	0.6077032810271041	0.38727272727272727
30	383	364	717	747	0.5127175368139224	0.3481818181818182
32	294	430	806	724	0.40607734806629836	0.2672727272727273
34	468	256	632	724	0.6464088397790055	0.4254545454545455
36	379	372	721	751	0.5046604527296937	0.34454545454545454
38	324	206	776	530	0.6113207547169811	0.29454545454545455
40	383	188	717	571	0.670753064798599	0.3481818181818182
42	310	223	790	533	0.5816135084427767	0.2818181818181818
