crf	TP	FP	FN	total	precision	recall
10	425	43	160	468	0.9081196581196581	0.7264957264957265
12	424	44	161	468	0.905982905982906	0.7247863247863248
14	427	45	158	472	0.9046610169491526	0.7299145299145299
16	427	45	158	472	0.9046610169491526	0.7299145299145299
18	433	42	152	475	0.911578947368421	0.7401709401709402
20	432	46	153	478	0.9037656903765691	0.7384615384615385
22	426	44	159	470	0.9063829787234042	0.7282051282051282
24	431	37	154	468	0.9209401709401709	0.7367521367521368
26	418	43	167	461	0.9067245119305857	0.7145299145299145
28	421	40	164	461	0.913232104121475	0.7196581196581197
30	412	42	173	454	0.9074889867841409	0.7042735042735043
32	405	23	180	428	0.9462616822429907	0.6923076923076923
34	384	29	201	413	0.9297820823244553	0.6564102564102564
36	423	19	162	442	0.9570135746606335	0.7230769230769231
38	380	14	205	394	0.9644670050761421	0.6495726495726496
40	330	17	255	347	0.9510086455331412	0.5641025641025641
42	201	37	384	238	0.8445378151260504	0.3435897435897436
