crf	TP	FP	FN	total	precision	recall
10	8	462	1025	470	0.01702127659574468	0.007744433688286544
12	8	460	1025	468	0.017094017094017096	0.007744433688286544
14	8	458	1025	466	0.017167381974248927	0.007744433688286544
16	8	455	1025	463	0.017278617710583154	0.007744433688286544
18	9	448	1024	457	0.019693654266958426	0.008712487899322363
20	7	446	1026	453	0.01545253863134658	0.006776379477250726
22	8	438	1025	446	0.017937219730941704	0.007744433688286544
24	6	423	1027	429	0.013986013986013986	0.005808325266214908
26	8	403	1025	411	0.019464720194647202	0.007744433688286544
28	7	405	1026	412	0.01699029126213592	0.006776379477250726
30	7	369	1026	376	0.018617021276595744	0.006776379477250726
32	4	337	1029	341	0.011730205278592375	0.003872216844143272
34	5	311	1028	316	0.015822784810126583	0.00484027105517909
36	6	256	1027	262	0.022900763358778626	0.005808325266214908
38	7	215	1026	222	0.03153153153153153	0.006776379477250726
40	2	133	1031	135	0.014814814814814815	0.001936108422071636
42	0	51	1033	51	0.0	0.0
