crf	TP	FP	FN	total	precision	recall
10	515	328	585	843	0.6109134045077106	0.4681818181818182
12	555	273	545	828	0.6702898550724637	0.5045454545454545
14	494	282	606	776	0.6365979381443299	0.4490909090909091
16	459	315	641	774	0.5930232558139535	0.4172727272727273
18	485	280	615	765	0.6339869281045751	0.4409090909090909
20	497	274	603	771	0.6446173800259404	0.45181818181818184
22	433	312	667	745	0.5812080536912752	0.3936363636363636
24	487	330	613	817	0.5960832313341493	0.44272727272727275
26	510	333	590	843	0.604982206405694	0.4636363636363636
28	437	335	663	772	0.5660621761658031	0.3972727272727273
30	420	430	680	850	0.49411764705882355	0.38181818181818183
32	409	314	691	723	0.5656984785615491	0.3718181818181818
34	355	272	745	627	0.5661881977671451	0.32272727272727275
36	396	189	704	585	0.676923076923077	0.36
38	333	242	767	575	0.5791304347826087	0.30272727272727273
40	287	114	813	401	0.71571072319202	0.2609090909090909
42	282	224	818	506	0.5573122529644269	0.25636363636363635
