crf	TP	FP	FN	total	precision	recall
10	589	307	511	896	0.6573660714285714	0.5354545454545454
12	551	337	549	888	0.6204954954954955	0.5009090909090909
14	548	336	552	884	0.6199095022624435	0.49818181818181817
16	541	371	559	912	0.5932017543859649	0.4918181818181818
18	497	314	603	811	0.6128236744759556	0.45181818181818184
20	515	308	585	823	0.6257594167679222	0.4681818181818182
22	462	399	638	861	0.5365853658536586	0.42
24	424	300	676	724	0.585635359116022	0.38545454545454544
26	489	286	611	775	0.6309677419354839	0.4445454545454545
28	540	334	560	874	0.6178489702517163	0.4909090909090909
30	443	405	657	848	0.5224056603773585	0.4027272727272727
32	473	399	627	872	0.5424311926605505	0.43
34	388	267	712	655	0.5923664122137404	0.3527272727272727
36	371	260	729	631	0.5879556259904913	0.3372727272727273
38	457	272	643	729	0.6268861454046639	0.41545454545454547
40	359	331	741	690	0.5202898550724637	0.32636363636363636
42	326	193	774	519	0.628131021194605	0.2963636363636364
