crf	TP	FP	FN	total	precision	recall
10	11	513	771	524	0.02099236641221374	0.014066496163682864
12	12	512	770	524	0.022900763358778626	0.015345268542199489
14	10	520	772	530	0.018867924528301886	0.01278772378516624
16	12	516	770	528	0.022727272727272728	0.015345268542199489
18	14	516	768	530	0.026415094339622643	0.017902813299232736
20	12	520	770	532	0.022556390977443608	0.015345268542199489
22	11	501	771	512	0.021484375	0.014066496163682864
24	11	502	771	513	0.021442495126705652	0.014066496163682864
26	11	517	771	528	0.020833333333333332	0.014066496163682864
28	10	504	772	514	0.019455252918287938	0.01278772378516624
30	12	510	770	522	0.022988505747126436	0.015345268542199489
32	12	521	770	533	0.0225140712945591	0.015345268542199489
34	12	505	770	517	0.02321083172147002	0.015345268542199489
36	12	526	770	538	0.022304832713754646	0.015345268542199489
38	13	504	769	517	0.025145067698259187	0.016624040920716114
40	11	484	771	495	0.022222222222222223	0.014066496163682864
42	13	476	769	489	0.026584867075664622	0.016624040920716114
