crf	TP	FP	FN	total	precision	recall
10	22	217	303	239	0.09205020920502092	0.06769230769230769
12	21	210	304	231	0.09090909090909091	0.06461538461538462
14	19	215	306	234	0.0811965811965812	0.05846153846153846
16	21	209	304	230	0.09130434782608696	0.06461538461538462
18	17	212	308	229	0.07423580786026202	0.052307692307692305
20	20	204	305	224	0.08928571428571429	0.06153846153846154
22	16	206	309	222	0.07207207207207207	0.04923076923076923
24	18	198	307	216	0.08333333333333333	0.055384615384615386
26	15	204	310	219	0.0684931506849315	0.046153846153846156
28	18	199	307	217	0.08294930875576037	0.055384615384615386
30	16	203	309	219	0.0730593607305936	0.04923076923076923
32	22	196	303	218	0.10091743119266056	0.06769230769230769
34	23	192	302	215	0.10697674418604651	0.07076923076923076
36	27	187	298	214	0.1261682242990654	0.08307692307692308
38	24	193	301	217	0.11059907834101383	0.07384615384615385
40	19	180	306	199	0.09547738693467336	0.05846153846153846
42	19	165	306	184	0.10326086956521739	0.05846153846153846
