crf	TP	FP	FN	total	precision	recall
10	5	982	8930	987	0.005065856129685917	0.0005595970900951316
12	5	980	8930	985	0.005076142131979695	0.0005595970900951316
14	4	980	8931	984	0.0040650406504065045	0.0004476776720761052
16	6	974	8929	980	0.006122448979591836	0.0006715165081141578
18	5	955	8930	960	0.005208333333333333	0.0005595970900951316
20	5	973	8930	978	0.005112474437627812	0.0005595970900951316
22	6	959	8929	965	0.0062176165803108805	0.0006715165081141578
24	6	947	8929	953	0.0062959076600209865	0.0006715165081141578
26	6	939	8929	945	0.006349206349206349	0.0006715165081141578
28	5	915	8930	920	0.005434782608695652	0.0005595970900951316
30	4	871	8931	875	0.004571428571428572	0.0004476776720761052
32	1	843	8934	844	0.001184834123222749	0.0001119194180190263
34	5	821	8930	826	0.006053268765133172	0.0005595970900951316
36	2	743	8933	745	0.0026845637583892616	0.0002238388360380526
38	4	697	8931	701	0.005706134094151213	0.0004476776720761052
40	2	635	8933	637	0.0031397174254317113	0.0002238388360380526
42	0	526	8935	526	0.0	0.0
