crf	TP	FP	FN	total	precision	recall
10	66	22	34	88	0.75	0.66
12	59	16	41	75	0.7866666666666666	0.59
14	60	17	40	77	0.7792207792207793	0.6
16	63	11	37	74	0.8513513513513513	0.63
18	62	11	38	73	0.8493150684931506	0.62
20	59	11	41	70	0.8428571428571429	0.59
22	61	11	39	72	0.8472222222222222	0.61
24	58	14	42	72	0.8055555555555556	0.58
26	62	10	38	72	0.8611111111111112	0.62
28	46	8	54	54	0.8518518518518519	0.46
30	61	11	39	72	0.8472222222222222	0.61
32	71	8	29	79	0.8987341772151899	0.71
34	58	6	42	64	0.90625	0.58
36	55	6	45	61	0.9016393442622951	0.55
38	59	2	41	61	0.9672131147540983	0.59
40	50	1	50	51	0.9803921568627451	0.5
42	36	9	64	45	0.8	0.36
