crf	TP	FP	FN	total	precision	recall
10	510	398	590	908	0.5616740088105727	0.4636363636363636
12	489	412	611	901	0.5427302996670367	0.4445454545454545
14	499	413	601	912	0.5471491228070176	0.4536363636363636
16	507	403	593	910	0.5571428571428572	0.46090909090909093
18	472	407	628	879	0.5369738339021616	0.4290909090909091
20	492	372	608	864	0.5694444444444444	0.44727272727272727
22	478	401	622	879	0.5437997724687145	0.43454545454545457
24	433	395	667	828	0.5229468599033816	0.3936363636363636
26	479	386	621	865	0.553757225433526	0.4354545454545454
28	395	393	705	788	0.501269035532995	0.35909090909090907
30	431	326	669	757	0.5693527080581242	0.39181818181818184
32	324	424	776	748	0.43315508021390375	0.29454545454545455
34	367	479	733	846	0.43380614657210403	0.3336363636363636
36	360	380	740	740	0.4864864864864865	0.32727272727272727
38	388	302	712	690	0.5623188405797102	0.3527272727272727
40	306	169	794	475	0.6442105263157895	0.2781818181818182
42	301	290	799	591	0.5093062605752962	0.2736363636363636
