crf	TP	FP	FN	total	precision	recall
10	216	20	304	236	0.9152542372881356	0.4153846153846154
12	216	19	304	235	0.9191489361702128	0.4153846153846154
14	213	23	307	236	0.902542372881356	0.4096153846153846
16	213	23	307	236	0.902542372881356	0.4096153846153846
18	210	27	310	237	0.8860759493670886	0.40384615384615385
20	215	23	305	238	0.9033613445378151	0.41346153846153844
22	201	28	319	229	0.8777292576419214	0.38653846153846155
24	205	26	315	231	0.8874458874458875	0.3942307692307692
26	201	25	319	226	0.8893805309734514	0.38653846153846155
28	199	25	321	224	0.8883928571428571	0.38269230769230766
30	198	17	322	215	0.9209302325581395	0.38076923076923075
32	198	24	322	222	0.8918918918918919	0.38076923076923075
34	186	21	334	207	0.8985507246376812	0.3576923076923077
36	179	29	341	208	0.8605769230769231	0.34423076923076923
38	177	23	343	200	0.885	0.3403846153846154
40	153	19	367	172	0.8895348837209303	0.29423076923076924
42	118	30	402	148	0.7972972972972973	0.22692307692307692
