crf	TP	FP	FN	total	precision	recall
10	4	459	995	463	0.008639308855291577	0.004004004004004004
12	4	468	995	472	0.00847457627118644	0.004004004004004004
14	4	463	995	467	0.008565310492505354	0.004004004004004004
16	4	454	995	458	0.008733624454148471	0.004004004004004004
18	4	451	995	455	0.008791208791208791	0.004004004004004004
20	4	434	995	438	0.0091324200913242	0.004004004004004004
22	3	432	996	435	0.006896551724137931	0.003003003003003003
24	3	421	996	424	0.007075471698113208	0.003003003003003003
26	3	404	996	407	0.007371007371007371	0.003003003003003003
28	3	398	996	401	0.007481296758104738	0.003003003003003003
30	3	374	996	377	0.007957559681697613	0.003003003003003003
32	4	348	995	352	0.011363636363636364	0.004004004004004004
34	1	304	998	305	0.003278688524590164	0.001001001001001001
36	0	255	999	255	0.0	0.0
38	2	184	997	186	0.010752688172043012	0.002002002002002002
40	0	109	999	109	0.0	0.0
42	1	54	998	55	0.01818181818181818	0.001001001001001001
