crf	TP	FP	FN	total	precision	recall
10	510	398	590	908	0.5616740088105727	0.4636363636363636
12	486	408	614	894	0.5436241610738255	0.44181818181818183
14	512	379	588	891	0.574635241301908	0.46545454545454545
16	511	394	589	905	0.5646408839779006	0.46454545454545454
18	503	396	597	899	0.5595105672969967	0.4572727272727273
20	467	331	633	798	0.5852130325814536	0.42454545454545456
22	550	325	550	875	0.6285714285714286	0.5
24	361	434	739	795	0.4540880503144654	0.3281818181818182
26	433	426	667	859	0.5040745052386496	0.3936363636363636
28	491	366	609	857	0.572928821470245	0.44636363636363635
30	475	252	625	727	0.6533700137551581	0.4318181818181818
32	462	259	638	721	0.6407766990291263	0.42
34	324	331	776	655	0.4946564885496183	0.29454545454545455
36	292	293	808	585	0.49914529914529915	0.26545454545454544
38	304	145	796	449	0.6770601336302895	0.27636363636363637
40	287	113	813	400	0.7175	0.2609090909090909
42	287	207	813	494	0.5809716599190283	0.2609090909090909
