crf	TP	FP	FN	total	precision	recall
10	56	43	44	99	0.5656565656565656	0.56
12	57	41	43	98	0.5816326530612245	0.57
14	55	43	45	98	0.5612244897959183	0.55
16	55	40	45	95	0.5789473684210527	0.55
18	55	43	45	98	0.5612244897959183	0.55
20	56	41	44	97	0.5773195876288659	0.56
22	54	38	46	92	0.5869565217391305	0.54
24	57	34	43	91	0.6263736263736264	0.57
26	54	34	46	88	0.6136363636363636	0.54
28	54	29	46	83	0.6506024096385542	0.54
30	54	27	46	81	0.6666666666666666	0.54
32	50	22	50	72	0.6944444444444444	0.5
34	55	31	45	86	0.6395348837209303	0.55
36	49	12	51	61	0.8032786885245902	0.49
38	51	14	49	65	0.7846153846153846	0.51
40	65	12	35	77	0.8441558441558441	0.65
42	41	10	59	51	0.803921568627451	0.41
