crf	TP	FP	FN	total	precision	recall
10	399	1	1101	400	0.9975	0.266
12	399	0	1101	399	1.0	0.266
14	400	0	1100	400	1.0	0.26666666666666666
16	398	0	1102	398	1.0	0.2653333333333333
18	392	8	1108	400	0.98	0.2613333333333333
20	400	0	1100	400	1.0	0.26666666666666666
22	400	0	1100	400	1.0	0.26666666666666666
24	390	10	1110	400	0.975	0.26
26	388	12	1112	400	0.97	0.25866666666666666
28	400	0	1100	400	1.0	0.26666666666666666
30	400	0	1100	400	1.0	0.26666666666666666
32	385	12	1115	397	0.9697732997481109	0.25666666666666665
34	375	12	1125	387	0.9689922480620154	0.25
36	377	40	1123	417	0.9040767386091128	0.25133333333333335
38	287	213	1213	500	0.574	0.19133333333333333
40	298	101	1202	399	0.7468671679197995	0.19866666666666666
42	231	134	1269	365	0.6328767123287671	0.154
