crf	TP	FP	FN	total	precision	recall
10	13	568	770	581	0.022375215146299483	0.016602809706257982
12	15	572	768	587	0.02555366269165247	0.019157088122605363
14	13	565	770	578	0.02249134948096886	0.016602809706257982
16	14	567	769	581	0.024096385542168676	0.017879948914431672
18	14	568	769	582	0.024054982817869417	0.017879948914431672
20	12	571	771	583	0.02058319039451115	0.01532567049808429
22	16	564	767	580	0.027586206896551724	0.020434227330779056
24	14	565	769	579	0.024179620034542316	0.017879948914431672
26	14	541	769	555	0.025225225225225224	0.017879948914431672
28	16	552	767	568	0.028169014084507043	0.020434227330779056
30	6	550	777	556	0.01079136690647482	0.007662835249042145
32	3	535	780	538	0.0055762081784386614	0.0038314176245210726
34	1	537	782	538	0.0018587360594795538	0.001277139208173691
36	3	527	780	530	0.005660377358490566	0.0038314176245210726
38	0	478	783	478	0.0	0.0
40	0	492	783	492	0.0	0.0
42	0	470	783	470	0.0	0.0
