crf	TP	FP	FN	total	precision	recall
10	372	11	1110	383	0.9712793733681462	0.25101214574898784
12	354	13	1128	367	0.9645776566757494	0.2388663967611336
14	365	15	1117	380	0.9605263157894737	0.24628879892037786
16	364	14	1118	378	0.9629629629629629	0.24561403508771928
18	373	12	1109	385	0.9688311688311688	0.2516869095816464
20	375	8	1107	383	0.97911227154047	0.25303643724696356
22	376	15	1106	391	0.9616368286445013	0.25371120107962214
24	389	4	1093	393	0.989821882951654	0.2624831309041835
26	375	17	1107	392	0.9566326530612245	0.25303643724696356
28	381	13	1101	394	0.9670050761421319	0.25708502024291496
30	380	11	1102	391	0.9718670076726342	0.2564102564102564
32	377	36	1105	413	0.9128329297820823	0.2543859649122807
34	355	123	1127	478	0.7426778242677824	0.23954116059379219
36	248	2	1234	250	0.992	0.16734143049932523
38	330	65	1152	395	0.8354430379746836	0.22267206477732793
40	244	37	1238	281	0.8683274021352313	0.16464237516869096
42	220	21	1262	241	0.9128630705394191	0.1484480431848853
