crf	TP	FP	FN	total	precision	recall
10	296	31	1276	327	0.9051987767584098	0.18829516539440203
12	313	25	1259	338	0.9260355029585798	0.1991094147582697
14	310	31	1262	341	0.9090909090909091	0.19720101781170485
16	297	29	1275	326	0.911042944785276	0.18893129770992367
18	283	50	1289	333	0.8498498498498499	0.18002544529262088
20	297	22	1275	319	0.9310344827586207	0.18893129770992367
22	312	63	1260	375	0.832	0.1984732824427481
24	318	70	1254	388	0.8195876288659794	0.20229007633587787
26	316	37	1256	353	0.8951841359773371	0.2010178117048346
28	308	60	1264	368	0.8369565217391305	0.19592875318066158
30	322	64	1250	386	0.8341968911917098	0.20483460559796438
32	318	111	1254	429	0.7412587412587412	0.20229007633587787
34	310	67	1262	377	0.8222811671087533	0.19720101781170485
36	311	82	1261	393	0.7913486005089059	0.19783715012722647
38	334	46	1238	380	0.8789473684210526	0.21246819338422393
40	200	10	1372	210	0.9523809523809523	0.1272264631043257
42	200	100	1372	300	0.6666666666666666	0.1272264631043257
