crf	TP	FP	FN	total	precision	recall
10	154	179	267	333	0.4624624624624625	0.3657957244655582
12	158	175	263	333	0.4744744744744745	0.3752969121140142
14	156	170	265	326	0.4785276073619632	0.37054631828978624
16	152	178	269	330	0.46060606060606063	0.36104513064133015
18	150	171	271	321	0.4672897196261682	0.35629453681710216
20	153	160	268	313	0.48881789137380194	0.36342042755344417
22	153	166	268	319	0.47962382445141066	0.36342042755344417
24	148	158	273	306	0.48366013071895425	0.3515439429928741
26	151	157	270	308	0.4902597402597403	0.3586698337292161
28	150	161	271	311	0.48231511254019294	0.35629453681710216
30	143	144	278	287	0.49825783972125437	0.33966745843230406
32	161	110	260	271	0.5940959409594095	0.3824228028503563
34	135	83	286	218	0.6192660550458715	0.32066508313539194
36	122	91	299	213	0.5727699530516432	0.28978622327790976
38	105	99	316	204	0.5147058823529411	0.2494061757719715
40	150	53	271	203	0.7389162561576355	0.35629453681710216
42	179	44	242	223	0.8026905829596412	0.4251781472684085
