crf	TP	FP	FN	total	precision	recall
10	27	640	647	667	0.04047976011994003	0.040059347181008904
12	29	633	645	662	0.04380664652567976	0.04302670623145401
14	29	641	645	670	0.04328358208955224	0.04302670623145401
16	28	635	646	663	0.042232277526395176	0.04154302670623145
18	30	644	644	674	0.04451038575667656	0.04451038575667656
20	31	650	643	681	0.04552129221732746	0.04599406528189911
22	30	647	644	677	0.04431314623338257	0.04451038575667656
24	29	644	645	673	0.04309063893016345	0.04302670623145401
26	29	641	645	670	0.04328358208955224	0.04302670623145401
28	30	662	644	692	0.04335260115606936	0.04451038575667656
30	28	645	646	673	0.041604754829123326	0.04154302670623145
32	30	631	644	661	0.0453857791225416	0.04451038575667656
34	29	618	645	647	0.04482225656877898	0.04302670623145401
36	24	590	650	614	0.03908794788273615	0.03560830860534125
38	24	563	650	587	0.04088586030664395	0.03560830860534125
40	14	461	660	475	0.029473684210526315	0.020771513353115726
42	7	232	667	239	0.029288702928870293	0.010385756676557863
