crf	TP	FP	FN	total	precision	recall
10	388	12	1112	400	0.97	0.25866666666666666
12	396	4	1104	400	0.99	0.264
14	395	5	1105	400	0.9875	0.2633333333333333
16	400	0	1100	400	1.0	0.26666666666666666
18	396	4	1104	400	0.99	0.264
20	396	4	1104	400	0.99	0.264
22	397	3	1103	400	0.9925	0.26466666666666666
24	400	0	1100	400	1.0	0.26666666666666666
26	392	8	1108	400	0.98	0.2613333333333333
28	384	16	1116	400	0.96	0.256
30	394	6	1106	400	0.985	0.26266666666666666
32	369	31	1131	400	0.9225	0.246
34	381	34	1119	415	0.9180722891566265	0.254
36	346	61	1154	407	0.8501228501228502	0.23066666666666666
38	271	128	1229	399	0.6791979949874687	0.18066666666666667
40	218	30	1282	248	0.8790322580645161	0.14533333333333334
42	277	70	1223	347	0.7982708933717579	0.18466666666666667
