crf	TP	FP	FN	total	precision	recall
10	311	44	1106	355	0.8760563380281691	0.21947776993648554
12	315	49	1102	364	0.8653846153846154	0.22230063514467185
14	304	44	1113	348	0.8735632183908046	0.2145377558221595
16	307	43	1110	350	0.8771428571428571	0.21665490472829924
18	300	52	1117	352	0.8522727272727273	0.2117148906139732
20	305	41	1112	346	0.8815028901734104	0.21524347212420608
22	313	43	1104	356	0.8792134831460674	0.2208892025405787
24	328	40	1089	368	0.8913043478260869	0.23147494707127736
26	322	44	1095	366	0.8797814207650273	0.2272406492589979
28	319	45	1098	364	0.8763736263736264	0.22512350035285816
30	317	45	1100	362	0.8756906077348067	0.223712067748765
32	290	39	1127	329	0.8814589665653495	0.20465772759350742
34	279	56	1138	335	0.8328358208955224	0.19689484827099507
36	282	115	1135	397	0.7103274559193955	0.1990119971771348
38	248	81	1169	329	0.7537993920972644	0.17501764290755117
40	233	118	1184	351	0.6638176638176638	0.16443189837685251
42	161	3	1256	164	0.9817073170731707	0.11362032462949895
