crf	TP	FP	FN	total	precision	recall
10	14	635	880	649	0.02157164869029276	0.015659955257270694
12	14	632	880	646	0.021671826625386997	0.015659955257270694
14	15	629	879	644	0.023291925465838508	0.016778523489932886
16	13	629	881	642	0.020249221183800622	0.0145413870246085
18	14	631	880	645	0.021705426356589147	0.015659955257270694
20	13	634	881	647	0.02009273570324575	0.0145413870246085
22	14	635	880	649	0.02157164869029276	0.015659955257270694
24	13	629	881	642	0.020249221183800622	0.0145413870246085
26	14	633	880	647	0.021638330757341576	0.015659955257270694
28	14	627	880	641	0.0218408736349454	0.015659955257270694
30	13	626	881	639	0.02034428794992175	0.0145413870246085
32	15	624	879	639	0.023474178403755867	0.016778523489932886
34	13	621	881	634	0.02050473186119874	0.0145413870246085
36	15	597	879	612	0.024509803921568627	0.016778523489932886
38	15	572	879	587	0.02555366269165247	0.016778523489932886
40	13	576	881	589	0.022071307300509338	0.0145413870246085
42	13	513	881	526	0.024714828897338403	0.0145413870246085
