crf	TP	FP	FN	total	precision	recall
10	50	43	50	93	0.5376344086021505	0.5
12	50	40	50	90	0.5555555555555556	0.5
14	48	32	52	80	0.6	0.48
16	51	38	49	89	0.5730337078651685	0.51
18	53	25	47	78	0.6794871794871795	0.53
20	49	19	51	68	0.7205882352941176	0.49
22	56	17	44	73	0.7671232876712328	0.56
24	57	19	43	76	0.75	0.57
26	61	13	39	74	0.8243243243243243	0.61
28	57	11	43	68	0.8382352941176471	0.57
30	68	8	32	76	0.8947368421052632	0.68
32	55	5	45	60	0.9166666666666666	0.55
34	62	14	38	76	0.8157894736842105	0.62
36	44	7	56	51	0.8627450980392157	0.44
38	56	4	44	60	0.9333333333333333	0.56
40	36	1	64	37	0.972972972972973	0.36
42	17	3	83	20	0.85	0.17
