crf	TP	FP	FN	total	precision	recall
10	192	106	146	298	0.6442953020134228	0.5680473372781065
12	192	106	146	298	0.6442953020134228	0.5680473372781065
14	191	105	147	296	0.6452702702702703	0.5650887573964497
16	196	97	142	293	0.6689419795221843	0.5798816568047337
18	190	97	148	287	0.662020905923345	0.5621301775147929
20	194	95	144	289	0.671280276816609	0.5739644970414202
22	189	96	149	285	0.6631578947368421	0.5591715976331361
24	190	95	148	285	0.6666666666666666	0.5621301775147929
26	187	38	151	225	0.8311111111111111	0.5532544378698225
28	182	36	156	218	0.8348623853211009	0.5384615384615384
30	189	14	149	203	0.9310344827586207	0.5591715976331361
32	188	13	150	201	0.9353233830845771	0.5562130177514792
34	191	13	147	204	0.9362745098039216	0.5650887573964497
36	190	19	148	209	0.9090909090909091	0.5621301775147929
38	193	7	145	200	0.965	0.5710059171597633
40	172	8	166	180	0.9555555555555556	0.5088757396449705
42	111	1	227	112	0.9910714285714286	0.32840236686390534
