crf	TP	FP	FN	total	precision	recall
10	953	99	2282	1052	0.905893536121673	0.2945904173106646
12	951	92	2284	1043	0.9117929050814957	0.29397217928902625
14	944	95	2291	1039	0.9085659287776708	0.2918083462132921
16	926	76	2309	1002	0.9241516966067864	0.28624420401854717
18	885	98	2350	983	0.9003051881993896	0.2735703245749614
20	828	94	2407	922	0.8980477223427332	0.2559505409582689
22	838	81	2397	919	0.911860718171926	0.2590417310664606
24	827	91	2408	918	0.900871459694989	0.25564142194744977
26	748	99	2487	847	0.8831168831168831	0.2312210200927357
28	730	102	2505	832	0.8774038461538461	0.22565687789799072
30	685	77	2550	762	0.8989501312335958	0.2117465224111283
32	705	83	2530	788	0.8946700507614214	0.21792890262751158
34	642	71	2593	713	0.9004207573632539	0.19845440494590416
36	563	40	2672	603	0.9336650082918739	0.1740340030911901
38	476	36	2759	512	0.9296875	0.14714064914992273
40	265	25	2970	290	0.9137931034482759	0.08191653786707882
42	237	20	2998	257	0.9221789883268483	0.0732612055641422
