crf	TP	FP	FN	total	precision	recall
10	65	59	35	124	0.5241935483870968	0.65
12	66	56	34	122	0.5409836065573771	0.66
14	64	56	36	120	0.5333333333333333	0.64
16	65	49	35	114	0.5701754385964912	0.65
18	65	49	35	114	0.5701754385964912	0.65
20	62	52	38	114	0.543859649122807	0.62
22	65	54	35	119	0.5462184873949579	0.65
24	66	48	34	114	0.5789473684210527	0.66
26	65	60	35	125	0.52	0.65
28	69	51	31	120	0.575	0.69
30	67	55	33	122	0.5491803278688525	0.67
32	66	54	34	120	0.55	0.66
34	66	57	34	123	0.5365853658536586	0.66
36	66	47	34	113	0.584070796460177	0.66
38	56	44	44	100	0.56	0.56
40	38	24	62	62	0.6129032258064516	0.38
42	44	17	56	61	0.7213114754098361	0.44
