crf	TP	FP	FN	total	precision	recall
10	62	680	1100	742	0.08355795148247978	0.05335628227194492
12	63	681	1099	744	0.0846774193548387	0.05421686746987952
14	68	678	1094	746	0.09115281501340483	0.058519793459552494
16	59	671	1103	730	0.08082191780821918	0.050774526678141134
18	59	673	1103	732	0.08060109289617487	0.050774526678141134
20	61	664	1101	725	0.08413793103448276	0.05249569707401033
22	60	673	1102	733	0.08185538881309687	0.05163511187607573
24	64	663	1098	727	0.08803301237964237	0.055077452667814115
26	60	656	1102	716	0.08379888268156424	0.05163511187607573
28	59	649	1103	708	0.08333333333333333	0.050774526678141134
30	57	651	1105	708	0.08050847457627118	0.04905335628227195
32	54	623	1108	677	0.07976366322008863	0.04647160068846816
34	49	613	1113	662	0.07401812688821752	0.04216867469879518
36	51	580	1111	631	0.08082408874801902	0.04388984509466437
38	49	553	1113	602	0.08139534883720931	0.04216867469879518
40	42	455	1120	497	0.08450704225352113	0.03614457831325301
42	34	385	1128	419	0.081145584725537	0.029259896729776247
