crf	TP	FP	FN	total	precision	recall
10	984	153	2251	1137	0.8654353562005277	0.30417310664605873
12	984	161	2251	1145	0.8593886462882097	0.30417310664605873
14	963	158	2272	1121	0.8590544157002676	0.29768160741885624
16	949	154	2286	1103	0.8603807796917498	0.29335394126738795
18	931	153	2304	1084	0.8588560885608856	0.28778979907264296
20	930	146	2305	1076	0.8643122676579925	0.2874806800618238
22	910	160	2325	1070	0.8504672897196262	0.28129829984544047
24	834	149	2401	983	0.8484231943031536	0.2578052550231839
26	819	148	2416	967	0.8469493278179938	0.2531684698608965
28	771	123	2464	894	0.8624161073825504	0.2383307573415765
30	774	106	2461	880	0.8795454545454545	0.239258114374034
32	787	110	2448	897	0.8773690078037905	0.24327666151468316
34	733	55	2502	788	0.9302030456852792	0.22658423493044821
36	705	137	2530	842	0.83729216152019	0.21792890262751158
38	626	79	2609	705	0.8879432624113475	0.19350850077279752
40	453	32	2782	485	0.934020618556701	0.1400309119010819
42	327	18	2908	345	0.9478260869565217	0.10108191653786708
