crf	TP	FP	FN	total	precision	recall
10	25	1316	1905	1341	0.018642803877703208	0.012953367875647668
12	24	1302	1906	1326	0.01809954751131222	0.012435233160621761
14	25	1302	1905	1327	0.018839487565938208	0.012953367875647668
16	20	1296	1910	1316	0.015197568389057751	0.010362694300518135
18	24	1284	1906	1308	0.01834862385321101	0.012435233160621761
20	23	1265	1907	1288	0.017857142857142856	0.011917098445595855
22	26	1244	1904	1270	0.02047244094488189	0.013471502590673576
24	20	1238	1910	1258	0.01589825119236884	0.010362694300518135
26	26	1205	1904	1231	0.021121039805036556	0.013471502590673576
28	21	1155	1909	1176	0.017857142857142856	0.010880829015544042
30	22	1137	1908	1159	0.01898188093183779	0.011398963730569948
32	25	1118	1905	1143	0.021872265966754154	0.012953367875647668
34	22	1085	1908	1107	0.01987353206865402	0.011398963730569948
36	25	1043	1905	1068	0.023408239700374533	0.012953367875647668
38	22	964	1908	986	0.02231237322515213	0.011398963730569948
40	26	900	1904	926	0.028077753779697623	0.013471502590673576
42	32	858	1898	890	0.035955056179775284	0.016580310880829015
