crf	TP	FP	FN	total	precision	recall
10	41	661	1157	702	0.0584045584045584	0.034223706176961605
12	43	667	1155	710	0.06056338028169014	0.03589315525876461
14	44	662	1154	706	0.06232294617563739	0.03672787979966611
16	43	644	1155	687	0.06259097525473072	0.03589315525876461
18	39	640	1159	679	0.05743740795287187	0.0325542570951586
20	37	635	1161	672	0.05505952380952381	0.030884808013355594
22	38	625	1160	663	0.05731523378582202	0.03171953255425709
24	40	619	1158	659	0.06069802731411229	0.0333889816360601
26	37	606	1161	643	0.05754276827371695	0.030884808013355594
28	40	615	1158	655	0.061068702290076333	0.0333889816360601
30	34	550	1164	584	0.05821917808219178	0.028380634390651086
32	26	554	1172	580	0.04482758620689655	0.021702838063439065
34	28	498	1170	526	0.053231939163498096	0.02337228714524207
36	26	491	1172	517	0.05029013539651837	0.021702838063439065
38	20	414	1178	434	0.04608294930875576	0.01669449081803005
40	13	327	1185	340	0.03823529411764706	0.010851419031719533
42	2	277	1196	279	0.007168458781362007	0.001669449081803005
